0,xi,eta
2073,-0.036147,0.013067
2074,-0.035958,0.014125
2075,-0.034298,0.016986
2076,-0.035586,0.016244
2077,-0.033929,0.01911
2078,-0.033698,0.020301
2079,-0.0335,0.021472
2080,-0.033311,0.022589
2081,-0.033134,0.023689
2082,-0.032953,0.024765
2083,-0.032563,0.025819
2084,-0.032278,0.026912
2085,-0.03189,0.027953
2086,-0.031899,0.029115
2087,-0.033533,0.027889
2088,-0.033344,0.028947
2089,-0.035461,0.010764
2090,-0.035275,0.011822
2091,-0.035086,0.012881
2092,-0.033343,0.015632
2093,-0.033276,0.016783
2094,-0.034528,0.016056
2095,-0.032738,0.018875
2096,-0.032515,0.020036
2097,-0.032434,0.021238
2098,-0.032174,0.022326
2099,-0.03201,0.023447
2100,-0.031673,0.024517
2101,-0.031557,0.025627
2102,-0.031299,0.026739
2103,-0.031248,0.027794
2104,-0.030741,0.028866
2105,-0.032475,0.027703
2106,-0.032286,0.028761
2107,-0.034403,0.010578
2108,-0.034214,0.011636
2109,-0.034028,0.012694
2110,-0.032274,0.015425
2111,-0.03203,0.016506
2112,-0.033469,0.015869
2113,-0.031678,0.018675
2114,-0.031479,0.019814
2115,-0.031428,0.021008
2116,-0.031259,0.022136
2117,-0.030989,0.023255
2118,-0.030817,0.024358
2119,-0.030612,0.025423
2120,-0.030332,0.026552
2121,-0.029986,0.027544
2122,-0.029592,0.028602
2123,-0.02889,0.029562
2124,-0.031228,0.028575
2125,-0.033344,0.010389
2126,-0.033156,0.011447
2127,-0.032969,0.012508
2128,-0.031392,0.01523
2129,-0.031081,0.016289
2130,-0.032411,0.015683
2131,-0.030801,0.018527
2132,-0.030554,0.019631
2133,-0.030325,0.020746
2134,-0.030174,0.021924
2135,-0.030117,0.023055
2136,-0.029879,0.024169
2137,-0.029628,0.025208
2138,-0.029321,0.026305
2139,-0.028861,0.027328
2140,-0.028877,0.028428
2141,-0.028735,0.029529
2142,-0.030169,0.028386
2143,-0.032283,0.010203
2144,-0.032097,0.011261
2145,-0.030875,0.013895
2146,-0.030111,0.014973
2147,-0.030097,0.016127
2148,-0.03135,0.015497
2149,-0.029724,0.018334
2150,-0.029581,0.019438
2151,-0.029389,0.020516
2152,-0.029257,0.021723
2153,-0.02909,0.022823
2154,-0.028719,0.023914
2155,-0.028411,0.02494
2156,-0.028121,0.026044
2157,-0.027886,0.027121
2158,-0.027504,0.028116
2159,-0.026859,0.02915
2160,-0.029111,0.0282
2161,-0.031225,0.010017
2162,-0.031039,0.011075
2163,-0.030853,0.012133
2164,-0.029399,0.014839
2165,-0.029229,0.015977
2166,-0.030292,0.015311
2167,-0.028813,0.018177
2168,-0.02859,0.019243
2169,-0.02834,0.020298
2170,-0.028214,0.021468
2171,-0.028033,0.022607
2172,-0.027801,0.023723
2173,-0.027542,0.024771
2174,-0.027129,0.025857
2175,-0.027085,0.026946
2176,-0.026747,0.027971
2177,-0.026314,0.029067
2178,-0.028053,0.028014
2179,-0.030167,0.009831
2180,-0.029981,0.010889
2181,-0.029794,0.011947
2182,-0.028294,0.014646
2183,-0.028105,0.015755
2184,-0.029233,0.015122
2185,-0.027831,0.017984
2186,-0.027659,0.019051
2187,-0.027432,0.020096
2188,-0.027206,0.021236
2189,-0.027083,0.022432
2190,-0.026823,0.023543
2191,-0.02637,0.024542
2192,-0.026447,0.025719
2193,-0.026084,0.02679
2194,-0.025532,0.027775
2195,-0.025034,0.028832
2196,-0.026994,0.027828
2197,-0.029108,0.009642
2198,-0.028922,0.010703
2199,-0.028736,0.011761
2200,-0.027431,0.014499
2201,-0.026973,0.015536
2202,-0.028175,0.014936
2203,-0.026644,0.017734
2204,-0.026515,0.018794
2205,-0.026361,0.019882
2206,-0.02617,0.021046
2207,-0.025982,0.022217
2208,-0.02587,0.023351
2209,-0.025544,0.024376
2210,-0.025219,0.025494
2211,-0.024843,0.026548
2212,-0.024579,0.027601
2213,-0.024794,0.028784
2214,-0.025936,0.027642
2215,-0.02805,0.009456
2216,-0.027864,0.010514
2217,-0.027678,0.011575
2218,-0.026211,0.014267
2219,-0.025892,0.015344
2220,-0.027117,0.01475
2221,-0.025429,0.017468
2222,-0.02523,0.018494
2223,-0.02511,0.019602
2224,-0.02502,0.020772
2225,-0.024739,0.021948
2226,-0.024499,0.023063
2227,-0.024229,0.024094
2228,-0.023987,0.025214
2229,-0.023928,0.026365
2230,-0.023861,0.02747
2231,-0.025064,0.026394
2232,-0.024878,0.027453
2233,-0.026992,0.009269
2234,-0.026806,0.010328
2235,-0.026617,0.011386
2236,-0.026431,0.012444
2237,-0.02521,0.015191
2238,-0.026058,0.014564
2239,-0.024598,0.017292
2240,-0.024331,0.018312
2241,-0.024174,0.019398
2242,-0.023879,0.020491
2243,-0.023726,0.021689
2244,-0.023658,0.02287
2245,-0.023447,0.023931
2246,-0.023126,0.025001
2247,-0.022708,0.02612
2248,-0.022652,0.027224
2249,-0.024006,0.026208
2250,-0.023817,0.027267
2251,-0.025933,0.009083
2252,-0.025747,0.010142
2253,-0.025558,0.0112
2254,-0.025372,0.012258
2255,-0.023899,0.014876
2256,-0.025,0.014375
2257,-0.023654,0.017109
2258,-0.023514,0.018171
2259,-0.023378,0.019217
2260,-0.023133,0.020325
2261,-0.022913,0.021507
2262,-0.02274,0.022684
2263,-0.022551,0.023765
2264,-0.022165,0.024816
2265,-0.021896,0.026001
2266,-0.021625,0.027074
2267,-0.022944,0.026022
2268,-0.022758,0.027081
2269,-0.024875,0.008897
2270,-0.024686,0.009956
2271,-0.0245,0.011014
2272,-0.024314,0.012072
2273,-0.023242,0.014715
2274,-0.023942,0.014189
2275,-0.022725,0.01693
2276,-0.022461,0.017991
2277,-0.022243,0.018997
2278,-0.022044,0.020147
2279,-0.021829,0.021271
2280,-0.021657,0.022399
2281,-0.021439,0.023533
2282,-0.020379,0.024494
2283,-0.021063,0.025863
2284,-0.020871,0.026917
2285,-0.021886,0.025836
2286,-0.0217,0.026894
2287,-0.023814,0.008708
2288,-0.023628,0.009769
2289,-0.023442,0.010828
2290,-0.023256,0.011886
2291,-0.023069,0.012944
2292,-0.022881,0.014003
2293,-0.021712,0.01673
2294,-0.021495,0.017819
2295,-0.021279,0.018812
2296,-0.021047,0.019892
2297,-0.021947,0.019297
2298,-0.020689,0.022179
2299,-0.020494,0.023332
2300,-0.020281,0.024455
2301,-0.021203,0.023531
2302,-0.021014,0.024589
2303,-0.020828,0.025647
2304,-0.020642,0.026708
